,pos,sentence_idx,,word,tag,,,,,,,,,,,,,,
39837,CC,1790,,and,O,,,,,,,,,,,,,,
39838,VBD,1790,,wounded,O,,,,,,,,,,,,,,
39839,DT,1790,,the,O,,,,,,,,,,,,,,
39840,NN,1790,,guard,O,,,,,,,,,,,,,,
39841,CC,1790,,and,O,,,,,,,,,,,,,,
39842,VBD,1790,,fled,O,,,,,,,,,,,,,,
39843,.,1790,,.,O,,,,,,,,,,,,,,
39844,DT,1791,,Another,O,,,,,,,,,,,,,,
39845,JJ,1791,,Israeli,B-gpe,,,,,,,,,,,,,,
39846,NN,1791,,guard,O,,,,,,,,,,,,,,
39847,VBD,1791,,chased,O,,,,,,,,,,,,,,
39848,DT,1791,,the,O,,,,,,,,,,,,,,
39849,NN,1791,,Palestinian,B-gpe,,,,,,,,,,,,,,
39850,CC,1791,,and,O,,,,,,,,,,,,,,
39851,VBD,1791,,shot,O,,,,,,,,,,,,,,
39852,PRP,1791,,him,O,,,,,,,,,,,,,,
39853,RB,1791,,dead,O,,,,,,,,,,,,,,
39854,IN,1791,,after,O,,,,,,,,,,,,,,
39855,DT,1791,,a,O,,,,,,,,,,,,,,
39856,JJ,1791,,brief,O,,,,,,,,,,,,,,
39857,NN,1791,,exchange,O,,,,,,,,,,,,,,
39858,IN,1791,,of,O,,,,,,,,,,,,,,
39859,NN,1791,,fire,O,,,,,,,,,,,,,,
39860,.,1791,,.,O,,,,,,,,,,,,,,
39861,CD,1792,,Ten,O,,,,,,,,,,,,,,
39862,NNS,1792,,bystanders,O,,,,,,,,,,,,,,
39863,RB,1792,,also,O,,,,,,,,,,,,,,
39864,VBD,1792,,were,O,,,,,,,,,,,,,,
39865,VBN,1792,,wounded,O,,,,,,,,,,,,,,
39866,IN,1792,,by,O,,,,,,,,,,,,,,
39867,DT,1792,,the,O,,,,,,,,,,,,,,
39868,NN,1792,,gunfire,O,,,,,,,,,,,,,,
39869,.,1792,,.,O,,,,,,,,,,,,,,
39870,JJ,1793,,Several,O,,,,,,,,,,,,,,
39871,NNS,1793,,witnesses,O,,,,,,,,,,,,,,
39872,VBP,1793,,say,O,,,,,,,,,,,,,,
39873,DT,1793,,the,O,,,,,,,,,,,,,,
39874,JJ,1793,,Israeli,B-gpe,,,,,,,,,,,,,,
39875,NN,1793,,guard,O,,,,,,,,,,,,,,
39876,VBD,1793,,kept,O,,,,,,,,,,,,,,
39877,NN,1793,,shooting,O,,,,,,,,,,,,,,
39878,IN,1793,,after,O,,,,,,,,,,,,,,
39879,DT,1793,,the,O,,,,,,,,,,,,,,
39880,NN,1793,,attacker,O,,,,,,,,,,,,,,
39881,VBD,1793,,fell,O,,,,,,,,,,,,,,
39882,TO,1793,,to,O,,,,,,,,,,,,,,
39883,DT,1793,,the,O,,,,,,,,,,,,,,
39884,NN,1793,,ground,O,,,,,,,,,,,,,,
39885,.,1793,,.,O,,,,,,,,,,,,,,
39886,JJ,1794,,Israeli,B-gpe,,,,,,,,,,,,,,
39887,NNS,1794,,police,O,,,,,,,,,,,,,,
39888,VBP,1794,,say,O,,,,,,,,,,,,,,
39889,DT,1794,,the,O,,,,,,,,,,,,,,
39890,NN,1794,,security,O,,,,,,,,,,,,,,
39891,NN,1794,,guard,O,,,,,,,,,,,,,,
39892,VBD,1794,,acted,O,,,,,,,,,,,,,,
39893,RB,1794,,appropriately,O,,,,,,,,,,,,,,
39894,IN,1794,,in,O,,,,,,,,,,,,,,
39895,NN,1794,,response,O,,,,,,,,,,,,,,
39896,TO,1794,,to,O,,,,,,,,,,,,,,
39897,DT,1794,,a,O,,,,,,,,,,,,,,
39898,JJ,1794,,terrorist,O,,,,,,,,,,,,,,
39899,NN,1794,,incident,O,,,,,,,,,,,,,,
39900,.,1794,,.,O,,,,,,,,,,,,,,
39901,IN,1795,,In,O,,,,,,,,,,,,,,
39902,NNP,1795,,May,B-tim,,,,,,,,,,,,,,
39903,",",1795,,",",O,,,,,,,,,,,,,,
39904,JJ,1795,,Israeli,B-gpe,,,,,,,,,,,,,,
39905,NN,1795,,security,O,,,,,,,,,,,,,,
39906,NNS,1795,,forces,O,,,,,,,,,,,,,,
39907,VBD,1795,,killed,O,,,,,,,,,,,,,,
39908,CD,1795,,two,O,,,,,,,,,,,,,,
39909,JJ,1795,,Palestinian,B-gpe,,,,,,,,,,,,,,
39910,NNS,1795,,gunmen,O,,,,,,,,,,,,,,
39911,WP,1795,,who,O,,,,,,,,,,,,,,
39912,VBD,1795,,opened,O,,,,,,,,,,,,,,
39913,NN,1795,,fire,O,,,,,,,,,,,,,,
39914,IN,1795,,in,O,,,,,,,,,,,,,,
39915,DT,1795,,an,O,,,,,,,,,,,,,,
39916,JJ,1795,,Arab,B-gpe,,,,,,,,,,,,,,
39917,NN,1795,,neighborhood,O,,,,,,,,,,,,,,
39918,IN,1795,,of,O,,,,,,,,,,,,,,
39919,NNP,1795,,East,B-geo,,,,,,,,,,,,,,
39920,NNP,1795,,Jerusalem,I-geo,,,,,,,,,,,,,,
39921,.,1795,,.,O,,,,,,,,,,,,,,
39922,CD,1796,,Two,O,,,,,,,,,,,,,,
39923,JJ,1796,,Israeli,B-gpe,,,,,,,,,,,,,,
39924,NNS,1796,,officers,O,,,,,,,,,,,,,,
39925,VBD,1796,,were,O,,,,,,,,,,,,,,
39926,VBN,1796,,wounded,O,,,,,,,,,,,,,,
39927,IN,1796,,in,O,,,,,,,,,,,,,,
39928,DT,1796,,that,O,,,,,,,,,,,,,,
39929,NN,1796,,attack,O,,,,,,,,,,,,,,
39930,.,1796,,.,O,,,,,,,,,,,,,,
39931,DT,1797,,The,O,,,,,,,,,,,,,,
39932,JJ,1797,,former,O,,,,,,,,,,,,,,
39933,NNP,1797,,U.S.,B-geo,,,,,,,,,,,,,,
39934,NN,1797,,administrator,O,,,,,,,,,,,,,,
39935,IN,1797,,for,O,,,,,,,,,,,,,,
39936,NNP,1797,,Iraq,B-geo,,,,,,,,,,,,,,
39937,VBZ,1797,,has,O,,,,,,,,,,,,,,
39938,VBN,1797,,praised,O,,,,,,,,,,,,,,
39939,NNP,1797,,Sunday,B-tim,,,,,,,,,,,,,,
39940,POS,1797,,'s,O,,,,,,,,,,,,,,
39941,NN,1797,,election,O,,,,,,,,,,,,,,
39942,IN,1797,,as,O,,,,,,,,,,,,,,
39943,DT,1797,,a,O,,,,,,,,,,,,,,
39944,NN,1797,,victory,O,,,,,,,,,,,,,,
39945,IN,1797,,for,O,,,,,,,,,,,,,,
39946,NN,1797,,democracy,O,,,,,,,,,,,,,,
39947,",",1797,,",",O,,,,,,,,,,,,,,
39948,CC,1797,,and,O,,,,,,,,,,,,,,
39949,VBZ,1797,,says,O,,,,,,,,,,,,,,
39950,PRP,1797,,it,O,,,,,,,,,,,,,,
39951,VBZ,1797,,has,O,,,,,,,,,,,,,,
39952,VBN,1797,,proved,O,,,,,,,,,,,,,,
39953,NNS,1797,,skeptics,O,,,,,,,,,,,,,,
39954,JJ,1797,,wrong,O,,,,,,,,,,,,,,
39955,.,1797,,.,O,,,,,,,,,,,,,,
39956,VBG,1798,,Speaking,O,,,,,,,,,,,,,,
39957,IN,1798,,on,O,,,,,,,,,,,,,,
39958,JJ,1798,,American,B-gpe,,,,,,,,,,,,,,
39959,NN,1798,,television,O,,,,,,,,,,,,,,
39960,LRB,1798,,(,O,,,,,,,,,,,,,,
39961,NNP,1798,,NBC,B-org,,,,,,,,,,,,,,
39962,POS,1798,,'s,O,,,,,,,,,,,,,,
39963,NN,1798,,Today,B-tim,,,,,,,,,,,,,,
39964,NN,1798,,Show,O,,,,,,,,,,,,,,
39965,RRB,1798,,),O,,,,,,,,,,,,,,
39966,NNP,1798,,Monday,B-tim,,,,,,,,,,,,,,
39967,",",1798,,",",O,,,,,,,,,,,,,,
39968,NNP,1798,,Paul,B-per,,,,,,,,,,,,,,
39969,NNP,1798,,Bremer,I-per,,,,,,,,,,,,,,
39970,VBD,1798,,said,O,,,,,,,,,,,,,,
39971,DT,1798,,the,O,,,,,,,,,,,,,,
39972,NN,1798,,election,O,,,,,,,,,,,,,,
39973,VBD,1798,,was,O,,,,,,,,,,,,,,
39974,DT,1798,,a,O,,,,,,,,,,,,,,
39975,JJ,1798,,great,O,,,,,,,,,,,,,,
39976,NN,1798,,victory,O,,,,,,,,,,,,,,
39977,IN,1798,,for,O,,,,,,,,,,,,,,
39978,DT,1798,,the,O,,,,,,,,,,,,,,
39979,JJ,1798,,Iraqi,B-gpe,,,,,,,,,,,,,,
39980,NNS,1798,,people,O,,,,,,,,,,,,,,
39981,",",1798,,",",O,,,,,,,,,,,,,,
39982,IN,1798,,for,O,,,,,,,,,,,,,,
39983,NN,1798,,democracy,O,,,,,,,,,,,,,,
39984,CC,1798,,and,O,,,,,,,,,,,,,,
39985,IN,1798,,for,O,,,,,,,,,,,,,,
39986,NNP,1798,,President,B-per,,,,,,,,,,,,,,
39987,NNP,1798,,Bush,I-per,,,,,,,,,,,,,,
39988,POS,1798,,'s,O,,,,,,,,,,,,,,
39989,NN,1798,,message,O,,,,,,,,,,,,,,
39990,IN,1798,,of,O,,,,,,,,,,,,,,
39991,NN,1798,,freedom,O,,,,,,,,,,,,,,
39992,.,1798,,.,O,,,,,,,,,,,,,,
39993,NNP,1799,,Mr.,B-per,,,,,,,,,,,,,,
39994,NNP,1799,,Bremer,I-per,,,,,,,,,,,,,,
39995,VBD,1799,,said,O,,,,,,,,,,,,,,
39996,PRP,1799,,it,O,,,,,,,,,,,,,,
39997,VBZ,1799,,is,O,,,,,,,,,,,,,,
39998,DT,1799,,a,O,,,,,,,,,,,,,,
39999,NN,1799,,mark,O,,,,,,,,,,,,,,
40000,IN,1799,,of,O,,,,,,,,,,,,,,
40001,DT,1799,,the,O,,,,,,,,,,,,,,
40002,NN,1799,,resilience,O,,,,,,,,,,,,,,
40003,CC,1799,,and,O,,,,,,,,,,,,,,
40004,NN,1799,,courage,O,,,,,,,,,,,,,,
40005,IN,1799,,of,O,,,,,,,,,,,,,,
40006,DT,1799,,the,O,,,,,,,,,,,,,,
40007,JJ,1799,,Iraqi,B-gpe,,,,,,,,,,,,,,
40008,NNS,1799,,people,O,,,,,,,,,,,,,,
40009,IN,1799,,that,O,,,,,,,,,,,,,,
40010,PRP,1799,,they,O,,,,,,,,,,,,,,
40011,VBP,1799,,have,O,,,,,,,,,,,,,,
40012,VBN,1799,,come,O,,,,,,,,,,,,,,
40013,DT,1799,,this,O,,,,,,,,,,,,,,
40014,RB,1799,,far,O,,,,,,,,,,,,,,
40015,.,1799,,.,O,,,,,,,,,,,,,,
40016,CC,1800,,But,O,,,,,,,,,,,,,,
40017,PRP,1800,,he,O,,,,,,,,,,,,,,
40018,VBD,1800,,added,O,,,,,,,,,,,,,,
40019,IN,1800,,that,O,,,,,,,,,,,,,,
40020,IN,1800,,despite,O,,,,,,,,,,,,,,
40021,DT,1800,,the,O,,,,,,,,,,,,,,
40022,JJ,1800,,apparent,O,,,,,,,,,,,,,,
40023,NN,1800,,success,O,,,,,,,,,,,,,,
40024,IN,1800,,of,O,,,,,,,,,,,,,,
40025,DT,1800,,the,O,,,,,,,,,,,,,,
40026,NN,1800,,vote,O,,,,,,,,,,,,,,
40027,",",1800,,",",O,,,,,,,,,,,,,,
40028,PRP,1800,,he,O,,,,,,,,,,,,,,
40029,VBZ,1800,,expects,O,,,,,,,,,,,,,,
40030,JJR,1800,,more,O,,,,,,,,,,,,,,
40031,NN,1800,,violence,O,,,,,,,,,,,,,,
40032,RB,1800,,ahead,O,,,,,,,,,,,,,,
40033,.,1800,,.,O,,,,,,,,,,,,,,
40034,NNP,1801,,Mr.,B-per,,,,,,,,,,,,,,
40035,NNP,1801,,Bremer,I-per,,,,,,,,,,,,,,
40036,RB,1801,,also,O,,,,,,,,,,,,,,
40037,VBD,1801,,expressed,O,,,,,,,,,,,,,,
40038,NN,1801,,optimism,O,,,,,,,,,,,,,,
40039,IN,1801,,that,O,,,,,,,,,,,,,,
40040,NNP,1801,,Iraq,B-geo,,,,,,,,,,,,,,
40041,MD,1801,,would,O,,,,,,,,,,,,,,
40042,RB,1801,,not,O,,,,,,,,,,,,,,
40043,VB,1801,,fracture,O,,,,,,,,,,,,,,
40044,IN,1801,,along,O,,,,,,,,,,,,,,
40045,JJ,1801,,ethnic,O,,,,,,,,,,,,,,
40046,CC,1801,,and,O,,,,,,,,,,,,,,
40047,JJ,1801,,religious,O,,,,,,,,,,,,,,
40048,NNS,1801,,lines,O,,,,,,,,,,,,,,
40049,",",1801,,",",O,,,,,,,,,,,,,,
40050,CC,1801,,and,O,,,,,,,,,,,,,,
40051,IN,1801,,that,O,,,,,,,,,,,,,,
40052,DT,1801,,the,O,,,,,,,,,,,,,,
40053,NNP,1801,,Sunni,B-geo,,,,,,,,,,,,,,
40054,NN,1801,,minority,O,,,,,,,,,,,,,,
40055,",",1801,,",",O,,,,,,,,,,,,,,
40056,WDT,1801,,which,O,,,,,,,,,,,,,,
40057,VBZ,1801,,appears,O,,,,,,,,,,,,,,
40058,TO,1801,,to,O,,,,,,,,,,,,,,
40059,VB,1801,,have,O,,,,,,,,,,,,,,
40060,RB,1801,,largely,O,,,,,,,,,,,,,,
40061,VBN,1801,,boycotted,O,,,,,,,,,,,,,,
40062,DT,1801,,the,O,,,,,,,,,,,,,,
40063,NN,1801,,vote,O,,,,,,,,,,,,,,
40064,",",1801,,",",O,,,,,,,,,,,,,,
40065,MD,1801,,would,O,,,,,,,,,,,,,,
40066,VB,1801,,have,O,,,,,,,,,,,,,,
40067,DT,1801,,a,O,,,,,,,,,,,,,,
40068,NN,1801,,voice,O,,,,,,,,,,,,,,
40069,IN,1801,,in,O,,,,,,,,,,,,,,
40070,DT,1801,,the,O,,,,,,,,,,,,,,
40071,JJ,1801,,new,O,,,,,,,,,,,,,,
40072,NN,1801,,government,O,,,,,,,,,,,,,,
40073,.,1801,,.,O,,,,,,,,,,,,,,
40074,NN,1802,,Security,O,,,,,,,,,,,,,,
40075,NNS,1802,,sources,O,,,,,,,,,,,,,,
40076,IN,1802,,in,O,,,,,,,,,,,,,,
40077,NNP,1802,,Yemen,B-geo,,,,,,,,,,,,,,
40078,VBP,1802,,say,O,,,,,,,,,,,,,,
40079,NNS,1802,,tribesmen,O,,,,,,,,,,,,,,
40080,VBP,1802,,have,O,,,,,,,,,,,,,,
40081,VBN,1802,,blown,O,,,,,,,,,,,,,,
40082,RP,1802,,up,O,,,,,,,,,,,,,,
40083,DT,1802,,an,O,,,,,,,,,,,,,,
40084,NN,1802,,oil,O,,,,,,,,,,,,,,
40085,NN,1802,,pipeline,O,,,,,,,,,,,,,,
40086,IN,1802,,in,O,,,,,,,,,,,,,,
40087,NN,1802,,retaliation,O,,,,,,,,,,,,,,
40088,IN,1802,,for,O,,,,,,,,,,,,,,
40089,NNS,1802,,raids,O,,,,,,,,,,,,,,
40090,VBG,1802,,targeting,O,,,,,,,,,,,,,,
40091,NNP,1802,,al-Qaida,B-org,,,,,,,,,,,,,,
40092,NNS,1802,,sympathizers,O,,,,,,,,,,,,,,
40093,.,1802,,.,O,,,,,,,,,,,,,,
40094,NNS,1803,,Officials,O,,,,,,,,,,,,,,
40095,VBP,1803,,say,O,,,,,,,,,,,,,,
40096,NN,1803,,tribesman,O,,,,,,,,,,,,,,
40097,IN,1803,,in,O,,,,,,,,,,,,,,
40098,JJ,1803,,eastern,B-geo,,,,,,,,,,,,,,
40099,NNP,1803,,Maarib,I-geo,,,,,,,,,,,,,,
40100,NN,1803,,province,O,,,,,,,,,,,,,,
40101,VBD,1803,,sabotaged,O,,,,,,,,,,,,,,
40102,DT,1803,,the,O,,,,,,,,,,,,,,
40103,NN,1803,,pipeline,O,,,,,,,,,,,,,,
40104,NNP,1803,,Saturday,B-tim,,,,,,,,,,,,,,
40105,",",1803,,",",O,,,,,,,,,,,,,,
40106,IN,1803,,after,O,,,,,,,,,,,,,,
40107,NN,1803,,government,O,,,,,,,,,,,,,,
40108,NNS,1803,,forces,O,,,,,,,,,,,,,,
40109,VBD,1803,,raided,O,,,,,,,,,,,,,,
40110,DT,1803,,the,O,,,,,,,,,,,,,,
40111,NNS,1803,,homes,O,,,,,,,,,,,,,,
40112,IN,1803,,of,O,,,,,,,,,,,,,,
40113,JJ,1803,,tribal,O,,,,,,,,,,,,,,
40114,NNS,1803,,leaders,O,,,,,,,,,,,,,,
40115,VBN,1803,,thought,O,,,,,,,,,,,,,,
40116,TO,1803,,to,O,,,,,,,,,,,,,,
40117,VB,1803,,be,O,,,,,,,,,,,,,,
40118,VBG,1803,,harboring,O,,,,,,,,,,,,,,
40119,NNP,1803,,al-Qaida,B-org,,,,,,,,,,,,,,
40120,NNS,1803,,operatives,O,,,,,,,,,,,,,,
40121,.,1803,,.,O,,,,,,,,,,,,,,
40122,IN,1804,,On,O,,,,,,,,,,,,,,
40123,NNP,1804,,Wednesday,B-tim,,,,,,,,,,,,,,
40124,",",1804,,",",O,,,,,,,,,,,,,,
40125,JJR,1804,,more,O,,,,,,,,,,,,,,
40126,IN,1804,,than,O,,,,,,,,,,,,,,
40127,CD,1804,,20,O,,,,,,,,,,,,,,
40128,NNS,1804,,people,O,,,,,,,,,,,,,,
40129,VBD,1804,,were,O,,,,,,,,,,,,,,
40130,VBN,1804,,wounded,O,,,,,,,,,,,,,,
40131,WRB,1804,,when,O,,,,,,,,,,,,,,
40132,NN,1804,,security,O,,,,,,,,,,,,,,
40133,NNS,1804,,forces,O,,,,,,,,,,,,,,
40134,VBN,1804,,clashed,O,,,,,,,,,,,,,,
40135,IN,1804,,with,O,,,,,,,,,,,,,,
40136,NNS,1804,,tribesmen,O,,,,,,,,,,,,,,
40137,IN,1804,,in,O,,,,,,,,,,,,,,
40138,JJ,1804,,eastern,B-geo,,,,,,,,,,,,,,
40139,NNP,1804,,Yemen,I-geo,,,,,,,,,,,,,,
40140,IN,1804,,during,O,,,,,,,,,,,,,,
40141,DT,1804,,the,O,,,,,,,,,,,,,,
40142,NN,1804,,operation,O,,,,,,,,,,,,,,
40143,TO,1804,,to,O,,,,,,,,,,,,,,
40144,VB,1804,,apprehend,O,,,,,,,,,,,,,,
40145,NNP,1804,,Hassan,B-per,,,,,,,,,,,,,,
40146,NNP,1804,,al-Aqili,I-per,,,,,,,,,,,,,,
40147,.,1804,,.,O,,,,,,,,,,,,,,
40148,NNP,1805,,Aqili,B-per,,,,,,,,,,,,,,
40149,VBZ,1805,,is,O,,,,,,,,,,,,,,
40150,VBN,1805,,wanted,O,,,,,,,,,,,,,,
40151,IN,1805,,for,O,,,,,,,,,,,,,,
40152,DT,1805,,the,O,,,,,,,,,,,,,,
40153,NN,1805,,death,O,,,,,,,,,,,,,,
40154,IN,1805,,of,O,,,,,,,,,,,,,,
40155,DT,1805,,a,O,,,,,,,,,,,,,,
40156,JJ,1805,,senior,O,,,,,,,,,,,,,,
40157,NN,1805,,army,O,,,,,,,,,,,,,,
40158,NN,1805,,officer,O,,,,,,,,,,,,,,
40159,",",1805,,",",O,,,,,,,,,,,,,,
40160,VBN,1805,,killed,O,,,,,,,,,,,,,,
40161,IN,1805,,in,O,,,,,,,,,,,,,,
40162,DT,1805,,an,O,,,,,,,,,,,,,,
40163,JJ,1805,,ambush,O,,,,,,,,,,,,,,
40164,JJ,1805,,last,O,,,,,,,,,,,,,,
40165,NNP,1805,,Saturday,B-tim,,,,,,,,,,,,,,
40166,.,1805,,.,O,,,,,,,,,,,,,,
40167,VBG,1806,,Reigning,O,,,,,,,,,,,,,,
40168,NN,1806,,champion,O,,,,,,,,,,,,,,
40169,NNP,1806,,Canada,B-org,,,,,,,,,,,,,,
40170,VBD,1806,,defeated,O,,,,,,,,,,,,,,
40171,NNP,1806,,Italy,B-org,,,,,,,,,,,,,,
40172,",",1806,,",",O,,,,,,,,,,,,,,
40173,CD,1806,,07-Feb,O,,,,,,,,,,,,,,
40174,",",1806,,",",O,,,,,,,,,,,,,,
40175,IN,1806,,while,O,,,,,,,,,,,,,,
40176,NNP,1806,,Sweden,B-org,,,,,,,,,,,,,,
40177,VBD,1806,,defeated,O,,,,,,,,,,,,,,
40178,NNP,1806,,Kazakhstan,B-org,,,,,,,,,,,,,,
40179,",",1806,,",",O,,,,,,,,,,,,,,
40180,CD,1806,,07-Feb,O,,,,,,,,,,,,,,
40181,",",1806,,",",O,,,,,,,,,,,,,,
40182,IN,1806,,in,O,,,,,,,,,,,,,,
40183,JJ,1806,,first-round,O,,,,,,,,,,,,,,
40184,NN,1806,,action,O,,,,,,,,,,,,,,
40185,IN,1806,,at,O,,,,,,,,,,,,,,
40186,DT,1806,,the,O,,,,,,,,,,,,,,
40187,NNP,1806,,Olympic,B-eve,,,,,,,,,,,,,,
40188,NNS,1806,,men,O,,,,,,,,,,,,,,
40189,POS,1806,,'s,O,,,,,,,,,,,,,,
40190,NN,1806,,ice,O,,,,,,,,,,,,,,
40191,NN,1806,,hockey,O,,,,,,,,,,,,,,
40192,NN,1806,,tournament,O,,,,,,,,,,,,,,
40193,IN,1806,,in,O,,,,,,,,,,,,,,
40194,NNP,1806,,Turin,B-geo,,,,,,,,,,,,,,
40195,.,1806,,.,O,,,,,,,,,,,,,,
40196,NNP,1807,,Canada,B-org,,,,,,,,,,,,,,
40197,VBD,1807,,scored,O,,,,,,,,,,,,,,
40198,CD,1807,,five,O,,,,,,,,,,,,,,
40199,JJ,1807,,consecutive,O,,,,,,,,,,,,,,
40200,NNS,1807,,goals,O,,,,,,,,,,,,,,
40201,IN,1807,,in,O,,,,,,,,,,,,,,
40202,DT,1807,,the,O,,,,,,,,,,,,,,
40203,JJ,1807,,second,O,,,,,,,,,,,,,,
40204,NN,1807,,period,O,,,,,,,,,,,,,,
40205,IN,1807,,after,O,,,,,,,,,,,,,,
40206,NNP,1807,,Italy,B-org,,,,,,,,,,,,,,
40207,VBD,1807,,had,O,,,,,,,,,,,,,,
40208,VBN,1807,,tied,O,,,,,,,,,,,,,,
40209,DT,1807,,the,O,,,,,,,,,,,,,,
40210,NNP,1807,,Group-A,B-org,,,,,,,,,,,,,,
40211,NN,1807,,game,O,,,,,,,,,,,,,,
40212,CD,1807,,01-Jan,O,,,,,,,,,,,,,,
40213,.,1807,,.,O,,,,,,,,,,,,,,
40214,NNP,1807,,Jarome,B-per,,,,,,,,,,,,,,
40215,NNP,1807,,Iginla,I-per,,,,,,,,,,,,,,
40216,",",1807,,",",O,,,,,,,,,,,,,,
40217,NNP,1807,,Dany,B-per,,,,,,,,,,,,,,
40218,NNP,1807,,Heatley,I-per,,,,,,,,,,,,,,
40219,",",1807,,",",O,,,,,,,,,,,,,,
40220,NNP,1807,,Shane,B-per,,,,,,,,,,,,,,
40221,NNP,1807,,Doan,I-per,,,,,,,,,,,,,,
40222,",",1807,,",",O,,,,,,,,,,,,,,
40223,NNP,1807,,Martin,B-per,,,,,,,,,,,,,,
40224,NNP,1807,,St.,I-per,,,,,,,,,,,,,,
40225,NNP,1807,,Louis,I-per,,,,,,,,,,,,,,
40226,CC,1807,,and,O,,,,,,,,,,,,,,
40227,NNP,1807,,Brad,B-per,,,,,,,,,,,,,,
40228,NNP,1807,,Richards,I-per,,,,,,,,,,,,,,
40229,DT,1807,,all,O,,,,,,,,,,,,,,
40230,VBN,1807,,scored,O,,,,,,,,,,,,,,
40231,IN,1807,,for,O,,,,,,,,,,,,,,
40232,NNP,1807,,Canada,B-org,,,,,,,,,,,,,,
40233,.,1807,,.,O,,,,,,,,,,,,,,
40234,RB,1808,,Meanwhile,O,,,,,,,,,,,,,,
40235,IN,1808,,in,O,,,,,,,,,,,,,,
40236,NNP,1808,,Group-B,B-org,,,,,,,,,,,,,,
40237,",",1808,,",",O,,,,,,,,,,,,,,
40238,NNP,1808,,Daniel,B-per,,,,,,,,,,,,,,
40239,NNP,1808,,Tjarnqvist,I-per,,,,,,,,,,,,,,
40240,VBD,1808,,scored,O,,,,,,,,,,,,,,
40241,RB,1808,,twice,O,,,,,,,,,,,,,,
40242,IN,1808,,while,O,,,,,,,,,,,,,,
40243,NNS,1808,,brothers,O,,,,,,,,,,,,,,
40244,NNP,1808,,Daniel,B-per,,,,,,,,,,,,,,
40245,CC,1808,,and,O,,,,,,,,,,,,,,
40246,NNP,1808,,Henrik,B-per,,,,,,,,,,,,,,
40247,NNP,1808,,Sedin,I-per,,,,,,,,,,,,,,
40248,VBD,1808,,had,O,,,,,,,,,,,,,,
40249,CD,1808,,one,O,,,,,,,,,,,,,,
40250,NN,1808,,goal,O,,,,,,,,,,,,,,
40251,DT,1808,,each,O,,,,,,,,,,,,,,
40252,TO,1808,,to,O,,,,,,,,,,,,,,
40253,VB,1808,,lead,O,,,,,,,,,,,,,,
40254,NNP,1808,,Sweden,B-org,,,,,,,,,,,,,,
40255,JJ,1808,,past,O,,,,,,,,,,,,,,
40256,NNP,1808,,Kazakhstan,B-org,,,,,,,,,,,,,,
40257,IN,1808,,in,O,,,,,,,,,,,,,,
40258,PRP$,1808,,their,O,,,,,,,,,,,,,,
40259,JJ,1808,,first-round,O,,,,,,,,,,,,,,
40260,NN,1808,,game,O,,,,,,,,,,,,,,
40261,.,1808,,.,O,,,,,,,,,,,,,,
40262,RB,1809,,Later,O,,,,,,,,,,,,,,
40263,NNS,1809,,games,O,,,,,,,,,,,,,,
40264,VBP,1809,,have,O,,,,,,,,,,,,,,
40265,NNP,1809,,Finland,B-org,,,,,,,,,,,,,,
40266,IN,1809,,against,O,,,,,,,,,,,,,,
40267,NNP,1809,,Switzerland,B-org,,,,,,,,,,,,,,
40268,",",1809,,",",O,,,,,,,,,,,,,,
40269,NNP,1809,,Germany,B-org,,,,,,,,,,,,,,
40270,VBG,1809,,playing,O,,,,,,,,,,,,,,
40271,DT,1809,,the,O,,,,,,,,,,,,,,
40272,JJ,1809,,Czech,B-org,,,,,,,,,,,,,,
40273,NNP,1809,,Republic,I-org,,,,,,,,,,,,,,
40274,",",1809,,",",O,,,,,,,,,,,,,,
40275,NNP,1809,,Russia,B-org,,,,,,,,,,,,,,
40276,VBG,1809,,taking,O,,,,,,,,,,,,,,
40277,IN,1809,,on,O,,,,,,,,,,,,,,
40278,NNP,1809,,Slovakia,B-org,,,,,,,,,,,,,,
40279,",",1809,,",",O,,,,,,,,,,,,,,
40280,CC,1809,,and,O,,,,,,,,,,,,,,
40281,DT,1809,,the,O,,,,,,,,,,,,,,
40282,NNP,1809,,United,B-org,,,,,,,,,,,,,,
40283,NNPS,1809,,States,I-org,,,,,,,,,,,,,,
40284,IN,1809,,against,O,,,,,,,,,,,,,,
40285,NNP,1809,,Latvia,B-org,,,,,,,,,,,,,,
40286,.,1809,,.,O,,,,,,,,,,,,,,
40287,NNP,1810,,China,B-geo,,,,,,,,,,,,,,
40288,VBZ,1810,,says,O,,,,,,,,,,,,,,
40289,PRP,1810,,it,O,,,,,,,,,,,,,,
40290,MD,1810,,will,O,,,,,,,,,,,,,,
40291,VB,1810,,deploy,O,,,,,,,,,,,,,,
40292,JJ,1810,,unmanned,O,,,,,,,,,,,,,,
40293,NN,1810,,aircraft,O,,,,,,,,,,,,,,
40294,CC,1810,,or,O,,,,,,,,,,,,,,
40295,NNS,1810,,drones,O,,,,,,,,,,,,,,
40296,IN,1810,,over,O,,,,,,,,,,,,,,
40297,PRP$,1810,,its,O,,,,,,,,,,,,,,
40298,NNP,1810,,Olympic,O,,,,,,,,,,,,,,
40299,NN,1810,,sailing,O,,,,,,,,,,,,,,
40300,NN,1810,,venue,O,,,,,,,,,,,,,,
40301,IN,1810,,in,O,,,,,,,,,,,,,,
40302,DT,1810,,the,O,,,,,,,,,,,,,,
40303,JJ,1810,,coastal,O,,,,,,,,,,,,,,
40304,NN,1810,,city,O,,,,,,,,,,,,,,
